Date,Event,ROUND,TIME,Results_1,Results_2,Fighter_1,Fighter_2,WEIGHT CLASS,STR_1,STR_2,TD_1,TD_2,SUB_1,SUB_2,PASS_1,PASS_2,METHOD_result,METHOD_note,Date.1,Event.1,Fighter_R,Fighter_B,METHOD,ROUND.1,TIME.1,TIME_FORMAT,REFEREE,KD_R,KD_B,SIG_STR_R,SIG_STR_B,pSIG_STR_R,pSIG_STR_B,TOTAL_STR_R,TOTAL_STR_B,TD_R,TD_B,pTD_R,pTD_B,SUB_ATT_R,SUB_ATT_B,PASS_R,PASS_B,REV_R,REV_B,HEAD_R,HEAD_B,BODY_R,BODY_B,LEG_R,LEG_B,CLINCH_R,CLINCH_B,DISTANCE_R,DISTANCE_B,GROUND_R,GROUND_B
2019-04-20,UFC Fight Night: Overeem vs. Oleinik,1,0:44,win,-,Michal Oleksiejczuk,Gadzhimurad Antigulov,Light Heavyweight,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,KO/TKO,Punch,2019-04-20,UFC Fight Night: Overeem vs. Oleinik,Gadzhimurad Antigulov,Michal Oleksiejczuk,KO/TKO,1,0:44,3 Rnd (5-5-5),Leon Roberts,0.0,3.0,6 of 13,8 of 10,46%,80%,6 of 13,8 of 10,0 of 2,0 of 0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,5 of 12,8 of 10,1 of 1,0 of 0,0 of 0,0 of 0,0 of 0,1 of 1,6 of 13,3 of 5,0 of 0,4 of 4
2019-04-20,UFC Fight Night: Overeem vs. Oleinik,1,1:26,win,-,Magomed Mustafaev,Rafael Fiziev,Lightweight,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,KO/TKO,Spinning Back Kick,2019-04-20,UFC Fight Night: Overeem vs. Oleinik,Magomed Mustafaev,Rafael Fiziev,KO/TKO,1,1:26,3 Rnd (5-5-5),Vjacheslav Kiselev,1.0,0.0,10 of 12,1 of 1,83%,100%,11 of 13,1 of 1,0 of 0,0 of 0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,7 of 9,0 of 0,1 of 1,0 of 0,2 of 2,1 of 1,0 of 0,0 of 0,4 of 6,1 of 1,6 of 6,0 of 0
2019-04-20,UFC Fight Night: Overeem vs. Oleinik,3,5:00,win,-,Krzysztof Jotko,Alen Amedovski,Middleweight,43.0,6.0,4.0,0.0,0.0,0.0,5.0,0.0,U-DEC,-,2019-04-20,UFC Fight Night: Overeem vs. Oleinik,Krzysztof Jotko,Alen Amedovski,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,0.0,0.0,43 of 69,6 of 17,62%,35%,111 of 149,6 of 17,4 of 4,0 of 0,100%,0%,0.0,0.0,5.0,0.0,0.0,1.0,37 of 56,6 of 17,4 of 10,0 of 0,2 of 3,0 of 0,0 of 0,0 of 0,8 of 25,3 of 12,35 of 44,3 of 5
2019-04-27,UFC Fight Night: Jacare vs. Hermansson,3,5:00,win,-,Roosevelt Roberts,Thomas Gifford,Lightweight,53.0,30.0,2.0,1.0,0.0,0.0,6.0,1.0,U-DEC,-,2019-04-27,UFC Fight Night: Jacare vs. Hermansson,Roosevelt Roberts,Thomas Gifford,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,0.0,0.0,53 of 85,30 of 70,62%,42%,95 of 132,86 of 130,2 of 4,1 of 1,50%,100%,0.0,0.0,6.0,1.0,0.0,0.0,41 of 73,16 of 53,7 of 7,5 of 7,5 of 5,9 of 10,3 of 3,4 of 5,31 of 59,24 of 63,19 of 23,2 of 2
2019-04-27,UFC Fight Night: Jacare vs. Hermansson,5,5:00,win,-,Jack Hermansson,Jacare Souza,Middleweight,148.0,90.0,3.0,0.0,1.0,0.0,1.0,0.0,U-DEC,-,2019-04-27,UFC Fight Night: Jacare vs. Hermansson,Jacare Souza,Jack Hermansson,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Dan Miragliotta,0.0,0.0,90 of 175,148 of 372,51%,39%,120 of 205,256 of 496,0 of 3,3 of 10,0%,30%,0.0,1.0,0.0,1.0,0.0,0.0,65 of 141,96 of 313,24 of 33,32 of 36,1 of 1,20 of 23,15 of 20,24 of 29,74 of 154,120 of 339,1 of 1,4 of 4
2019-04-27,UFC Fight Night: Jacare vs. Hermansson,1,2:15,win,-,Greg Hardy,Dmitrii Smoliakov,Heavyweight,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,KO/TKO,Punches,2019-04-27,UFC Fight Night: Jacare vs. Hermansson,Greg Hardy,Dmitrii Smoliakov,KO/TKO,1,2:15,3 Rnd (5-5-5),Keith Peterson,0.0,0.0,14 of 30,1 of 3,46%,33%,17 of 33,1 of 3,0 of 0,0 of 2,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,12 of 28,1 of 3,2 of 2,0 of 0,0 of 0,0 of 0,2 of 2,0 of 0,4 of 13,1 of 3,8 of 15,0 of 0
2019-04-27,UFC Fight Night: Jacare vs. Hermansson,3,5:00,win,-,Mike Perry,Alex Oliveira,Welterweight,65.0,48.0,0.0,0.0,0.0,0.0,1.0,0.0,U-DEC,-,2019-04-27,UFC Fight Night: Jacare vs. Hermansson,Alex Oliveira,Mike Perry,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),"Larry Downs, Jr.",0.0,0.0,48 of 137,65 of 110,35%,59%,50 of 139,75 of 120,0 of 1,0 of 1,0%,0%,0.0,0.0,0.0,1.0,0.0,0.0,30 of 110,48 of 90,7 of 16,6 of 8,11 of 11,11 of 12,6 of 11,18 of 19,42 of 125,32 of 72,0 of 1,15 of 19
2019-04-27,UFC Fight Night: Jacare vs. Hermansson,2,3:37,win,-,Glover Teixeira,Ion Cutelaba,Light Heavyweight,30.0,74.0,0.0,0.0,1.0,0.0,3.0,1.0,SUB,Rear Naked Choke,2019-04-27,UFC Fight Night: Jacare vs. Hermansson,Glover Teixeira,Ion Cutelaba,Submission,2,3:37,3 Rnd (5-5-5),Alan Abeles,0.0,0.0,30 of 57,74 of 135,52%,54%,35 of 63,74 of 135,0 of 7,0 of 0,0%,0%,1.0,0.0,3.0,1.0,0.0,0.0,24 of 51,57 of 113,6 of 6,16 of 21,0 of 0,1 of 1,9 of 11,20 of 25,16 of 38,43 of 94,5 of 8,11 of 16
2019-04-27,UFC Fight Night: Jacare vs. Hermansson,3,5:00,win,-,Cory Sandhagen,John Lineker,Bantamweight,120.0,106.0,2.0,1.0,0.0,1.0,0.0,0.0,S-DEC,-,2019-04-27,UFC Fight Night: Jacare vs. Hermansson,John Lineker,Cory Sandhagen,Decision - Split,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,0.0,0.0,106 of 256,120 of 275,41%,43%,106 of 256,128 of 283,1 of 2,2 of 4,50%,50%,1.0,0.0,0.0,0.0,0.0,0.0,57 of 177,72 of 218,39 of 64,16 of 23,10 of 15,32 of 34,1 of 6,1 of 2,105 of 250,119 of 273,0 of 0,0 of 0
2019-04-27,UFC Fight Night: Jacare vs. Hermansson,3,5:00,win,-,Augusto Sakai,Andrei Arlovski,Heavyweight,42.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,S-DEC,-,2019-04-27,UFC Fight Night: Jacare vs. Hermansson,Andrei Arlovski,Augusto Sakai,Decision - Split,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,0.0,0.0,75 of 175,42 of 132,42%,31%,82 of 182,51 of 141,0 of 0,0 of 1,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,31 of 126,26 of 108,29 of 31,8 of 12,15 of 18,8 of 12,10 of 11,12 of 19,65 of 164,30 of 113,0 of 0,0 of 0
2019-04-27,UFC Fight Night: Jacare vs. Hermansson,3,5:00,win,-,Carla Esparza,Virna Jandiroba,Women's Strawweight,25.0,17.0,4.0,3.0,0.0,0.0,3.0,5.0,U-DEC,-,2019-04-27,UFC Fight Night: Jacare vs. Hermansson,Carla Esparza,Virna Jandiroba,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Alan Abeles,0.0,0.0,25 of 51,17 of 37,49%,45%,97 of 128,64 of 89,4 of 10,3 of 9,40%,33%,0.0,0.0,3.0,5.0,1.0,2.0,18 of 43,13 of 33,6 of 7,4 of 4,1 of 1,0 of 0,8 of 12,3 of 6,12 of 30,13 of 30,5 of 9,1 of 1
2019-04-27,UFC Fight Night: Jacare vs. Hermansson,2,4:15,win,-,Gilbert Burns,Mike Davis,Lightweight,49.0,13.0,3.0,0.0,1.0,0.0,4.0,0.0,SUB,Rear Naked Choke,2019-04-27,UFC Fight Night: Jacare vs. Hermansson,Gilbert Burns,Mike Davis,Submission,2,4:15,3 Rnd (5-5-5),Keith Peterson,0.0,0.0,49 of 87,13 of 44,56%,29%,81 of 122,17 of 49,3 of 6,0 of 0,50%,0%,1.0,0.0,4.0,0.0,0.0,0.0,36 of 71,5 of 29,4 of 6,6 of 13,9 of 10,2 of 2,4 of 5,2 of 2,28 of 62,11 of 42,17 of 20,0 of 0
2019-04-27,UFC Fight Night: Jacare vs. Hermansson,1,2:12,win,-,Jim Miller,Jason Gonzalez,Lightweight,6.0,10.0,2.0,0.0,1.0,0.0,1.0,0.0,SUB,Rear Naked Choke,2019-04-27,UFC Fight Night: Jacare vs. Hermansson,Jim Miller,Jason Gonzalez,Submission,1,2:12,3 Rnd (5-5-5),"Larry Downs, Jr.",0.0,0.0,6 of 11,10 of 25,54%,40%,8 of 14,10 of 25,2 of 2,0 of 0,100%,0%,1.0,0.0,1.0,0.0,0.0,0.0,4 of 9,5 of 20,0 of 0,0 of 0,2 of 2,5 of 5,0 of 0,0 of 0,6 of 11,10 of 25,0 of 0,0 of 0
2019-04-27,UFC Fight Night: Jacare vs. Hermansson,3,5:00,win,-,Angela Hill,Jodie Esquibel,Women's Strawweight,117.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,U-DEC,-,2019-04-27,UFC Fight Night: Jacare vs. Hermansson,Angela Hill,Jodie Esquibel,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Alan Abeles,0.0,0.0,117 of 236,57 of 289,49%,19%,118 of 237,57 of 289,0 of 3,0 of 3,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,83 of 195,40 of 243,30 of 37,15 of 42,4 of 4,2 of 4,13 of 16,7 of 12,103 of 219,50 of 277,1 of 1,0 of 0
2019-04-27,UFC Fight Night: Jacare vs. Hermansson,3,5:00,win,-,Dhiego Lima,Court McGee,Welterweight,65.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,S-DEC,-,2019-04-27,UFC Fight Night: Jacare vs. Hermansson,Court McGee,Dhiego Lima,Decision - Split,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,1.0,0.0,65 of 228,65 of 159,28%,40%,69 of 232,67 of 161,0 of 8,0 of 3,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,28 of 166,47 of 135,15 of 34,16 of 22,22 of 28,2 of 2,4 of 4,3 of 4,60 of 223,62 of 155,1 of 1,0 of 0
2019-04-27,UFC Fight Night: Jacare vs. Hermansson,2,1:18,win,-,Takashi Sato,Ben Saunders,Welterweight,28.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,KO/TKO,Elbows,2019-04-27,UFC Fight Night: Jacare vs. Hermansson,Ben Saunders,Takashi Sato,KO/TKO,2,1:18,3 Rnd (5-5-5),"Larry Downs, Jr.",0.0,1.0,46 of 90,28 of 69,51%,40%,47 of 91,33 of 74,0 of 0,0 of 0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,9 of 46,25 of 64,22 of 28,2 of 3,15 of 16,1 of 2,17 of 20,2 of 6,29 of 70,13 of 44,0 of 0,13 of 19
2019-05-04,UFC Fight Night: Iaquinta vs. Cowboy,3,5:00,win,-,Shane Burgos,Cub Swanson,Featherweight,134.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,S-DEC,-,2019-05-04,UFC Fight Night: Iaquinta vs. Cowboy,Cub Swanson,Shane Burgos,Decision - Split,3,5:00,3 Rnd (5-5-5),Yves Lavigne,0.0,0.0,129 of 256,134 of 268,50%,50%,132 of 260,147 of 282,0 of 2,0 of 0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,66 of 167,82 of 208,14 of 26,18 of 25,49 of 63,34 of 35,11 of 12,6 of 8,113 of 239,128 of 260,5 of 5,0 of 0
2019-05-04,UFC Fight Night: Iaquinta vs. Cowboy,3,5:00,win,-,Merab Dvalishvili,Brad Katona,Bantamweight,55.0,32.0,5.0,0.0,0.0,0.0,3.0,0.0,U-DEC,-,2019-05-04,UFC Fight Night: Iaquinta vs. Cowboy,Brad Katona,Merab Dvalishvili,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kevin MacDonald,0.0,0.0,32 of 56,55 of 102,57%,53%,43 of 70,215 of 274,0 of 0,5 of 9,0%,55%,0.0,0.0,0.0,3.0,0.0,0.0,21 of 41,43 of 85,4 of 5,6 of 10,7 of 10,6 of 7,12 of 16,4 of 5,17 of 36,24 of 65,3 of 4,27 of 32
2019-05-04,UFC Fight Night: Iaquinta vs. Cowboy,5,5:00,win,-,Donald Cerrone,Al Iaquinta,Lightweight,138.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,U-DEC,-,2019-05-04,UFC Fight Night: Iaquinta vs. Cowboy,Al Iaquinta,Donald Cerrone,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Jerin Valel,0.0,2.0,90 of 223,138 of 361,40%,38%,90 of 223,140 of 363,0 of 5,0 of 0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,49 of 165,87 of 302,23 of 38,17 of 25,18 of 20,34 of 34,0 of 0,3 of 3,90 of 223,129 of 344,0 of 0,6 of 14
2019-05-04,UFC Fight Night: Iaquinta vs. Cowboy,3,5:00,win,-,Derek Brunson,Elias Theodorou,Middleweight,56.0,65.0,4.0,0.0,0.0,0.0,5.0,0.0,U-DEC,-,2019-05-04,UFC Fight Night: Iaquinta vs. Cowboy,Derek Brunson,Elias Theodorou,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Todd Ronald Anderson,0.0,0.0,56 of 94,65 of 170,59%,38%,65 of 103,87 of 194,4 of 9,0 of 1,44%,0%,0.0,0.0,5.0,0.0,0.0,0.0,34 of 62,16 of 88,11 of 17,27 of 34,11 of 15,22 of 48,6 of 7,12 of 20,45 of 82,53 of 150,5 of 5,0 of 0
2019-05-04,UFC Fight Night: Iaquinta vs. Cowboy,1,0:50,win,-,Walt Harris,Serghei Spivac,Heavyweight,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,KO/TKO,Knees,2019-05-04,UFC Fight Night: Iaquinta vs. Cowboy,Walt Harris,Serghei Spivac,KO/TKO,1,0:50,3 Rnd (5-5-5),Jerin Valel,1.0,0.0,17 of 28,1 of 3,60%,33%,17 of 28,1 of 3,0 of 0,0 of 0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,17 of 27,0 of 2,0 of 1,0 of 0,0 of 0,1 of 1,3 of 4,0 of 0,9 of 18,1 of 3,5 of 6,0 of 0
2019-05-04,UFC Fight Night: Iaquinta vs. Cowboy,3,5:00,win,-,Cole Smith,Mitch Gagnon,Bantamweight,38.0,15.0,2.0,0.0,2.0,2.0,2.0,1.0,U-DEC,-,2019-05-04,UFC Fight Night: Iaquinta vs. Cowboy,Mitch Gagnon,Cole Smith,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kevin MacDonald,1.0,0.0,15 of 54,38 of 88,27%,43%,23 of 62,56 of 111,0 of 1,2 of 4,0%,50%,2.0,2.0,1.0,2.0,1.0,0.0,11 of 42,13 of 41,2 of 8,9 of 26,2 of 4,16 of 21,4 of 11,10 of 15,9 of 40,27 of 72,2 of 3,1 of 1
2019-05-04,UFC Fight Night: Iaquinta vs. Cowboy,2,2:22,win,-,Macy Chiasson,Sarah Moras,Women's Bantamweight,43.0,9.0,0.0,1.0,0.0,1.0,3.0,3.0,KO/TKO,Punches,2019-05-04,UFC Fight Night: Iaquinta vs. Cowboy,Macy Chiasson,Sarah Moras,KO/TKO,2,2:22,3 Rnd (5-5-5),Yves Lavigne,0.0,0.0,43 of 66,9 of 11,65%,81%,82 of 107,29 of 38,0 of 0,1 of 3,0%,33%,0.0,1.0,3.0,3.0,2.0,0.0,38 of 61,9 of 11,5 of 5,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,1 of 2,1 of 1,42 of 64,8 of 10
2019-05-04,UFC Fight Night: Iaquinta vs. Cowboy,3,5:00,win,-,Vince Morales,Aiemann Zahabi,Bantamweight,59.0,28.0,0.0,1.0,0.0,0.0,0.0,0.0,U-DEC,-,2019-05-04,UFC Fight Night: Iaquinta vs. Cowboy,Aiemann Zahabi,Vince Morales,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kevin MacDonald,0.0,0.0,28 of 82,59 of 194,34%,30%,29 of 83,59 of 194,1 of 5,0 of 0,20%,0%,0.0,0.0,0.0,0.0,0.0,0.0,14 of 62,31 of 151,9 of 14,20 of 32,5 of 6,8 of 11,1 of 1,1 of 2,27 of 81,58 of 192,0 of 0,0 of 0
2019-05-04,UFC Fight Night: Iaquinta vs. Cowboy,3,5:00,win,-,Nordine Taleb,Kyle Prepolec,Welterweight,90.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,U-DEC,-,2019-05-04,UFC Fight Night: Iaquinta vs. Cowboy,Nordine Taleb,Kyle Prepolec,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jerin Valel,0.0,0.0,90 of 201,52 of 153,44%,33%,90 of 201,53 of 154,0 of 0,0 of 2,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,32 of 125,27 of 113,27 of 39,22 of 30,31 of 37,3 of 10,0 of 0,1 of 2,89 of 199,51 of 151,1 of 2,0 of 0
2019-05-04,UFC Fight Night: Iaquinta vs. Cowboy,3,3:16,win,-,Matt Sayles,Kyle Nelson,Featherweight,75.0,26.0,0.0,2.0,1.0,4.0,3.0,1.0,SUB,Arm Triangle,2019-05-04,UFC Fight Night: Iaquinta vs. Cowboy,Kyle Nelson,Matt Sayles,Submission,3,3:16,3 Rnd (5-5-5),Todd Ronald Anderson,0.0,0.0,26 of 93,75 of 147,27%,51%,32 of 103,106 of 181,2 of 10,0 of 0,20%,0%,4.0,1.0,1.0,3.0,0.0,1.0,18 of 82,45 of 113,8 of 11,15 of 18,0 of 0,15 of 16,2 of 7,3 of 5,24 of 86,48 of 105,0 of 0,24 of 37
2019-05-04,UFC Fight Night: Iaquinta vs. Cowboy,3,5:00,win,-,Andrew Sanchez,Marc-Andre Barriault,Middleweight,72.0,69.0,2.0,0.0,0.0,0.0,3.0,0.0,U-DEC,-,2019-05-04,UFC Fight Night: Iaquinta vs. Cowboy,Marc-Andre Barriault,Andrew Sanchez,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Todd Ronald Anderson,0.0,0.0,69 of 130,72 of 148,53%,48%,76 of 137,102 of 181,0 of 1,2 of 8,0%,25%,0.0,0.0,0.0,3.0,0.0,0.0,55 of 114,44 of 112,12 of 14,21 of 26,2 of 2,7 of 10,29 of 39,12 of 16,35 of 86,54 of 125,5 of 5,6 of 7
2019-05-04,UFC Fight Night: Iaquinta vs. Cowboy,3,5:00,win,-,Arjan Bhullar,Juan Adams,Heavyweight,41.0,81.0,2.0,0.0,0.0,0.0,2.0,0.0,U-DEC,-,2019-05-04,UFC Fight Night: Iaquinta vs. Cowboy,Arjan Bhullar,Juan Adams,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Yves Lavigne,0.0,0.0,41 of 62,81 of 185,66%,43%,69 of 94,107 of 212,2 of 2,0 of 0,100%,0%,0.0,0.0,2.0,0.0,0.0,0.0,32 of 53,56 of 158,8 of 8,21 of 23,1 of 1,4 of 4,19 of 21,30 of 36,18 of 37,50 of 148,4 of 4,1 of 1
2019-05-11,UFC 237: Namajunas vs. Andrade,2,2:58,win,-,Jessica Andrade,Rose Namajunas,Women's Strawweight,47.0,55.0,2.0,0.0,0.0,1.0,0.0,1.0,KO/TKO,Slam,2019-05-11,UFC 237: Namajunas vs. Andrade,Rose Namajunas,Jessica Andrade,KO/TKO,2,2:58,5 Rnd (5-5-5-5-5),Marc Goddard,1.0,0.0,55 of 125,47 of 105,44%,44%,55 of 125,49 of 107,0 of 2,2 of 4,0%,50%,1.0,0.0,1.0,0.0,0.0,0.0,54 of 124,17 of 68,1 of 1,11 of 17,0 of 0,19 of 20,3 of 3,5 of 6,50 of 119,41 of 98,2 of 3,1 of 1
2019-05-11,UFC 237: Namajunas vs. Andrade,1,4:47,win,-,Jared Cannonier,Anderson Silva,Middleweight,17.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,KO/TKO,Kick,2019-05-11,UFC 237: Namajunas vs. Andrade,Jared Cannonier,Anderson Silva,KO/TKO,1,4:47,3 Rnd (5-5-5),Herb Dean,1.0,0.0,17 of 31,8 of 15,54%,53%,18 of 32,8 of 15,0 of 0,0 of 0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,5 of 16,1 of 6,2 of 3,3 of 4,10 of 12,4 of 5,3 of 4,1 of 1,14 of 27,7 of 14,0 of 0,0 of 0
2019-05-11,UFC 237: Namajunas vs. Andrade,3,5:00,win,-,Alexander Volkanovski,Jose Aldo,Featherweight,95.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,U-DEC,-,2019-05-11,UFC 237: Namajunas vs. Andrade,Jose Aldo,Alexander Volkanovski,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,0.0,0.0,29 of 79,95 of 176,36%,53%,39 of 90,129 of 215,0 of 1,0 of 3,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,19 of 63,28 of 93,7 of 12,17 of 24,3 of 4,50 of 59,3 of 3,28 of 29,26 of 76,67 of 147,0 of 0,0 of 0
2019-05-11,UFC 237: Namajunas vs. Andrade,3,5:00,win,-,Laureano Staropoli,Thiago Alves,Welterweight,54.0,58.0,1.0,1.0,0.0,0.0,0.0,0.0,U-DEC,-,2019-05-11,UFC 237: Namajunas vs. Andrade,Thiago Alves,Laureano Staropoli,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Osiris Maia,0.0,0.0,58 of 147,54 of 202,39%,26%,59 of 148,57 of 205,1 of 3,1 of 1,33%,100%,0.0,0.0,0.0,0.0,0.0,0.0,27 of 107,37 of 167,5 of 10,15 of 31,26 of 30,2 of 4,4 of 6,1 of 3,54 of 141,53 of 199,0 of 0,0 of 0
2019-05-11,UFC 237: Namajunas vs. Andrade,3,3:24,win,-,Irene Aldana,Bethe Correia,Women's Bantamweight,83.0,81.0,0.0,0.0,1.0,0.0,1.0,0.0,SUB,Armbar,2019-05-11,UFC 237: Namajunas vs. Andrade,Irene Aldana,Bethe Correia,Submission,3,3:24,3 Rnd (5-5-5),Eduardo Herdy,0.0,0.0,83 of 247,81 of 196,33%,41%,84 of 248,81 of 196,0 of 0,0 of 2,0%,0%,1.0,0.0,1.0,0.0,0.0,0.0,67 of 224,43 of 141,11 of 17,18 of 32,5 of 6,20 of 23,3 of 3,1 of 1,80 of 243,80 of 195,0 of 1,0 of 0
2019-05-11,UFC 237: Namajunas vs. Andrade,3,5:00,win,-,Thiago Moises,Kurt Holobaugh,Lightweight,66.0,39.0,4.0,2.0,1.0,0.0,4.0,0.0,U-DEC,-,2019-05-11,UFC 237: Namajunas vs. Andrade,Thiago Moises,Kurt Holobaugh,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,0.0,0.0,66 of 102,39 of 115,64%,33%,115 of 160,108 of 189,4 of 6,2 of 6,66%,33%,1.0,0.0,4.0,0.0,0.0,0.0,59 of 92,16 of 82,2 of 4,21 of 30,5 of 6,2 of 3,8 of 11,14 of 21,28 of 53,24 of 93,30 of 38,1 of 1
2019-05-11,UFC 237: Namajunas vs. Andrade,3,4:13,win,-,Warlley Alves,Sergio Moraes,Welterweight,72.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,KO/TKO,Punch,2019-05-11,UFC 237: Namajunas vs. Andrade,Warlley Alves,Sergio Moraes,KO/TKO,3,4:13,3 Rnd (5-5-5),Osiris Maia,1.0,0.0,72 of 157,20 of 62,45%,32%,72 of 157,20 of 62,0 of 0,0 of 0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,36 of 107,12 of 52,10 of 14,7 of 9,26 of 36,1 of 1,2 of 3,1 of 3,70 of 154,19 of 59,0 of 0,0 of 0
2019-05-11,UFC 237: Namajunas vs. Andrade,3,5:00,win,-,Clay Guida,BJ Penn,Lightweight,80.0,64.0,1.0,0.0,0.0,0.0,0.0,0.0,U-DEC,-,2019-05-11,UFC 237: Namajunas vs. Andrade,BJ Penn,Clay Guida,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,0.0,0.0,64 of 177,80 of 208,36%,38%,74 of 188,113 of 242,0 of 0,1 of 2,0%,50%,0.0,0.0,0.0,0.0,0.0,0.0,56 of 164,52 of 170,8 of 12,13 of 21,0 of 1,15 of 17,10 of 12,16 of 31,54 of 165,64 of 177,0 of 0,0 of 0
2019-05-11,UFC 237: Namajunas vs. Andrade,3,5:00,win,-,Luana Carolina,Priscila Cachoeira,Women's Flyweight,111.0,69.0,0.0,0.0,3.0,0.0,1.0,0.0,U-DEC,-,2019-05-11,UFC 237: Namajunas vs. Andrade,Luana Carolina,Priscila Cachoeira,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Fernando Portella,1.0,0.0,111 of 231,69 of 149,48%,46%,126 of 251,69 of 149,0 of 0,0 of 2,0%,0%,3.0,0.0,1.0,0.0,2.0,2.0,75 of 180,39 of 103,31 of 46,21 of 34,5 of 5,9 of 12,21 of 40,13 of 23,82 of 181,55 of 125,8 of 10,1 of 1
2019-05-11,UFC 237: Namajunas vs. Andrade,2,4:49,win,-,Raoni Barcelos,Carlos Huachin,Bantamweight,59.0,20.0,0.0,0.0,1.0,0.0,3.0,0.0,KO/TKO,Elbows,2019-05-11,UFC 237: Namajunas vs. Andrade,Raoni Barcelos,Carlos Huachin,KO/TKO,2,4:49,3 Rnd (5-5-5),Eduardo Herdy,1.0,0.0,59 of 123,20 of 127,47%,15%,70 of 137,20 of 127,0 of 1,0 of 0,0%,0%,1.0,0.0,3.0,0.0,0.0,0.0,52 of 113,17 of 120,3 of 4,2 of 6,4 of 6,1 of 1,1 of 1,1 of 3,23 of 72,19 of 124,35 of 50,0 of 0
2019-05-11,UFC 237: Namajunas vs. Andrade,3,0:48,win,-,Viviane Araujo,Talita Bernardo,Women's Bantamweight,61.0,46.0,3.0,0.0,0.0,0.0,3.0,0.0,KO/TKO,Punch,2019-05-11,UFC 237: Namajunas vs. Andrade,Talita Bernardo,Viviane Araujo,KO/TKO,3,0:48,3 Rnd (5-5-5),Fernando Portella,0.0,1.0,46 of 136,61 of 115,33%,53%,51 of 141,66 of 120,0 of 3,3 of 3,0%,100%,0.0,0.0,0.0,3.0,0.0,0.0,28 of 112,34 of 79,8 of 12,9 of 14,10 of 12,18 of 22,1 of 2,0 of 0,45 of 134,57 of 111,0 of 0,4 of 4
